0.000 16.8448 2.3536 2.3536 0
0.500 16.8448 8.776768 8.369056 203856
1.000 16.8448 13.991168 13.73344 332720
1.500 16.8448 14.382368 14.375008 336400
2.000 16.8448 12.99616 13.359328 154816
2.500 16.8448 14.160768 13.5144 478000
3.000 16.8448 11.748896 12.22352 240688
3.500 16.8448 13.051424 13.208896 161952
4.000 16.8448 13.767424 13.71904 186144
4.500 16.8448 11.919696 11.998304 146840
5.000 4.8128 4.65768 4.727152 112104
5.500 4.8128 3.911168 4.088608 23384
6.000 4.8128 3.325296 3.144672 113696
6.500 4.8128 3.195392 3.127056 147864
7.000 4.8128 2.270448 2.385344 90416
7.500 4.8128 2.483552 2.541552 61416
8.000 4.8128 2.608432 2.639232 46016
8.500 4.8128 2.943072 2.77592 129592
9.000 4.8128 2.394176 2.411088 121136
9.500 4.8128 2.48136 2.696624 13504
10.000 13.2352 4.514592 4.278512 131544
10.500 13.2352 9.270128 9.069472 231872
11.000 13.2352 9.735376 9.826432 186344
11.500 13.2352 12.257888 12.2444 193088
12.000 13.2352 13.19824 13.247056 168680
12.500 13.2352 13.087056 12.793328 315544
13.000 13.2352 12.551792 12.539344 321768
13.500 13.2352 12.559552 12.556192 323448
14.000 13.2352 13.209808 13.20568 325512
14.500 13.2352 13.237552 13.219008 334784
15.000 19.2512 14.494 14.77144 196064
15.500 19.2512 12.689984 13.059824 11144
16.000 19.2512 11.727616 11.749904 0
16.500 19.2512 13.265856 12.118176 573840
17.000 19.2512 12.294272 12.930816 255568
17.500 19.2512 11.661376 11.881472 145520
18.000 19.2512 11.675328 11.966368 0
18.500 19.2512 12.265472 12.265472 0
19.000 19.2512 14.00648 13.994288 6096
19.500 19.2512 14.81112 14.43376 194776
20.000 6.016 5.880608 5.931024 169568
20.500 6.016 5.874208 5.864432 174456
21.000 6.016 5.998032 6.028144 159400
21.500 6.016 6.025952 6.025344 159704
22.000 6.016 5.764704 6.002576 40768
22.500 6.016 4.686144 4.603872 81904
23.000 6.016 3.754048 3.704736 106560
23.500 6.016 3.31888 3.532 0
24.000 6.016 3.195648 3.19456 544
24.500 6.016 3.739712 3.579264 80768
25.000 12.032 6.019648 5.739296 220944
25.500 12.032 8.607296 8.674784 187200
26.000 12.032 10.043616 9.852256 282880
26.500 12.032 11.488416 11.313696 370240
27.000 12.032 12.02416 12.04224 361200
27.500 12.032 11.714976 11.980832 228272
28.000 12.032 11.846624 11.824448 239360
28.500 12.032 12.028256 12.029312 238832
29.000 12.032 12.058656 12.037312 249504
29.500 12.032 12.006848 12.0208 242528
30.000 18.048 13.894784 13.80912 285360
30.500 18.048 12.886816 12.727488 365024
31.000 18.048 13.111616 13.38512 228272
31.500 18.048 14.041056 14.088384 204608
32.000 18.048 12.06608 12.208992 133152
32.500 18.048 12.844704 12.438528 336240
33.000 18.048 13.500192 13.8208 175936
33.500 18.048 14.379776 14.548768 91440
34.000 18.048 14.604512 14.45264 167376
34.500 18.048 14.218176 14.552928 0
35.000 12.032 12.255328 11.775424 239952
35.500 12.032 11.968256 12.037408 205376
36.000 12.032 12.077664 12.028064 230176
36.500 12.032 12.065376 12.040416 242656
37.000 12.032 11.927488 11.833856 289472
37.500 12.032 11.750688 11.597952 365840
38.000 12.032 11.937248 11.912256 378336
38.500 12.032 11.86288 11.985824 316864
39.000 12.032 11.79424 11.923008 252480
39.500 12.032 11.980544 12.011072 237216
40.000 9.6256 9.678272 9.646208 253248
40.500 9.6256 9.591072 9.622656 237456
41.000 9.6256 9.086976 9.194144 183872
41.500 9.6256 9.468224 9.194528 320720
42.000 9.6256 9.17984 9.427168 197056
42.500 9.6256 9.587392 9.496256 242624
43.000 9.6256 9.660032 9.629024 258128
43.500 9.6256 9.614048 9.615456 257424
44.000 9.6256 9.339776 9.55696 148832
44.500 9.6256 9.753152 9.629312 210752
45.000 19.2512 14.035744 13.992288 232480
45.500 19.2512 14.225376 14.670944 9696
46.000 19.2512 14.30576 14.325152 0
46.500 19.2512 14.724128 14.397824 163152
47.000 19.2512 13.462656 13.440512 174224
47.500 19.2512 13.64608 13.375584 309472
48.000 19.2512 13.394816 13.46976 272000
48.500 19.2512 13.622048 13.790304 187872
49.000 19.2512 14.775328 14.370336 390368
49.500 19.2512 14.743136 14.741632 391120
50.000 14.4384 12.72848 13.456192 27264
50.500 14.4384 12.524544 12.571456 3808
51.000 14.4384 12.450336 12.451504 3224
51.500 14.4384 11.679616 11.468944 108560
52.000 14.4384 12.745888 12.709824 126592
52.500 14.4384 13.747648 13.747744 126544
53.000 14.4384 14.044384 13.992256 152608
53.500 14.4384 12.669248 12.707968 133248
54.000 14.4384 13.696064 13.62912 166720
54.500 14.4384 13.236992 13.570432 0
55.000 2.4064 2.1872 2.1872 0
55.500 2.4064 0.985376 0.985376 0
56.000 2.4064 1.06816 0.922464 72848
56.500 2.4064 0.964416 0.988192 60960
57.000 2.4064 0.794752 0.821952 47360
57.500 2.4064 0.752096 0.846816 0
58.000 2.4064 0.935936 0.935936 0
58.500 2.4064 0.921152 0.921152 0
59.000 2.4064 1.062944 0.920064 71440
59.500 2.4064 0.904896 1.037376 5200
60.000 14.4384 2.485504 2.495904 0
60.500 14.4384 7.223424 6.978048 122688
61.000 14.4384 11.443168 11.401344 143600
61.500 14.4384 13.945664 13.89552 168672
62.000 14.4384 13.578368 13.603456 156128
62.500 14.4384 13.856544 13.898368 135216
63.000 14.4384 13.968 13.969952 134240
63.500 14.4384 13.988544 13.967232 144896
64.000 14.4384 12.82496 12.828896 142928
64.500 14.4384 12.712192 12.56944 214304
65.000 13.2352 13.124864 12.890688 331392
65.500 13.2352 12.990304 13.094976 279056
66.000 13.2352 11.64704 11.876576 164288
66.500 13.2352 11.427584 11.48336 136400
67.000 13.2352 12.680416 12.572672 190272
67.500 13.2352 13.245408 13.234208 195872
68.000 13.2352 13.200224 13.245504 173232
68.500 13.2352 13.267936 13.225728 194336
69.000 13.2352 13.152 13.224288 158192
69.500 13.2352 13.318976 13.241728 196816
70.000 18.048 14.45504 14.518976 164848
70.500 18.048 14.373728 14.256704 223360
71.000 18.048 12.398528 12.297472 273888
71.500 18.048 12.979616 12.806016 360688
72.000 18.048 14.389376 14.529472 290640
72.500 18.048 13.82392 13.71176 346720
73.000 18.048 13.228512 13.299776 311088
73.500 18.048 12.537216 12.849536 154928
74.000 18.048 12.163488 12.473344 0
74.500 18.048 14.329856 14.2448 42528
75.000 12.032 12.278128 11.86984 246672
75.500 12.032 12.117728 11.878304 366384
76.000 12.032 11.531616 11.904352 180016
76.500 12.032 12.003488 11.895872 233824
77.000 12.032 11.928416 12.04096 177552
77.500 12.032 12.169632 12.018272 253232
78.000 12.032 12.005088 12.035552 238000
78.500 12.032 11.801696 11.850784 213456
79.000 12.032 11.9216 11.787424 280544
79.500 12.032 11.74816 11.941888 183680
80.000 18.048 14.446112 14.199648 306912
80.500 18.048 13.138976 13.7528 0
81.000 18.048 13.027888 12.739424 144232
81.500 18.048 13.86952 14.040736 58624
82.000 18.048 14.257312 14.37456 0
82.500 18.048 14.470448 14.1584 156024
83.000 18.048 14.653328 14.619184 173096
83.500 18.048 14.394144 14.539856 100240
84.000 18.048 12.522624 12.723104 0
84.500 18.048 12.904016 12.589104 157456
85.000 18.048 13.190576 13.484144 10672
85.500 18.048 13.868528 12.931504 479184
86.000 18.048 13.276832 13.925472 154864
86.500 18.048 13.098112 12.989792 209024
87.000 18.048 14.093536 13.846304 332640
87.500 18.048 14.206016 14.469824 200736
88.000 18.048 13.501904 13.180992 361192
88.500 18.048 13.813712 13.789568 373264
89.000 18.048 13.789792 14.328576 103872
89.500 18.048 14.16336 13.649632 360736
90.000 6.016 5.416608 5.98096 78560
90.500 6.016 5.253696 5.189632 110592
91.000 6.016 5.460576 5.566016 57872
91.500 6.016 5.524064 5.564928 37440
92.000 6.016 5.210144 4.952288 166368
92.500 6.016 5.107872 5.198016 121296
93.000 6.016 5.878656 5.756096 182576
93.500 6.016 5.734176 5.889536 104896
94.000 6.016 5.079424 5.289216 0
94.500 6.016 4.39152 4.390432 544
95.000 2.4064 1.589088 1.590176 0
95.500 2.4064 1.155328 1.012448 71440
96.000 2.4064 0.920064 1.016096 23424
96.500 2.4064 1.028768 1.075616 0
97.000 2.4064 0.855808 0.855808 0
97.500 2.4064 0.830272 0.829184 544
98.000 2.4064 1.015072 0.897792 59184
98.500 2.4064 1.057824 1.176192 0
99.000 2.4064 0.948032 0.948032 0
99.500 2.4064 1.010912 0.915776 47568
100.000 16.8448 7.327488 6.960672 230976
100.500 16.8448 13.934016 13.813056 291456
101.000 16.8448 14.16528 14.036256 355968
101.500 16.8448 14.369888 14.08144 500192
102.000 16.8448 11.389776 11.976976 206592
102.500 16.8448 12.4856 12.224032 337376
103.000 16.8448 13.366368 13.676192 182464
103.500 16.8448 14.31072 14.342048 166800
104.000 16.8448 14.391936 14.427456 149040
104.500 16.8448 14.075808 14.373888 0
105.000 6.016 6.125696 5.888128 118784
105.500 6.016 5.6576 5.749504 72832
106.000 6.016 5.472704 5.411008 103680
106.500 6.016 4.834112 4.829408 106032
107.000 6.016 4.640032 4.606528 122784
107.500 6.016 4.650976 4.500608 197968
108.000 6.016 3.755616 4.092416 29568
108.500 6.016 3.719776 3.697408 40752
109.000 6.016 3.222848 3.098624 102864
109.500 6.016 3.284192 3.48992 0
110.000 7.2192 4.533888 4.533888 0
110.500 7.2192 6.414976 6.225376 94800
111.000 7.2192 6.19056 6.291392 44384
111.500 7.2192 6.873344 6.520512 220800
112.000 7.2192 7.031072 7.076992 197840
112.500 7.2192 7.276256 7.209568 231184
113.000 7.2192 7.19824 7.215872 222368
113.500 7.2192 6.889408 7.163552 85296
114.000 7.2192 6.965024 6.979008 78304
114.500 7.2192 5.81952 5.797568 89280
115.000 9.6256 6.43648 6.343712 135664
115.500 9.6256 9.320448 9.207968 191904
116.000 9.6256 9.670432 9.6136 220320
116.500 9.6256 9.64544 9.642624 221728
117.000 9.6256 9.466752 9.628704 140752
117.500 9.6256 9.796416 9.616064 230928
118.000 9.6256 9.633728 9.623072 236256
118.500 9.6256 9.585984 9.6248 216848
119.000 9.6256 9.506496 9.627168 156512
119.500 9.6256 9.746368 9.6208 219296
120.000 12.032 10.574848 10.437984 287728
120.500 12.032 11.35264 11.265696 331200
121.000 12.032 11.568704 11.9632 133952
121.500 12.032 11.882976 11.91536 117760
122.000 12.032 11.778848 11.716512 148928
122.500 12.032 12.126464 12.014848 204736
123.000 12.032 12.085696 12.043104 226032
123.500 12.032 11.94768 12.033728 183008
124.000 12.032 12.08384 12.024192 212832
124.500 12.032 12.011968 11.934112 251760
125.000 7.2192 6.924352 7.102208 162832
125.500 7.2192 6.845088 6.738368 216192
126.000 7.2192 6.2704 6.432832 134976
126.500 7.2192 5.572 5.533184 154384
127.000 7.2192 5.208864 5.201344 158144
127.500 7.2192 5.955136 5.916096 177664
128.000 7.2192 5.912128 6.186624 40416
128.500 7.2192 6.329088 6.198368 105776
129.000 7.2192 4.506528 4.71808 0
129.500 7.2192 5.166432 5.111392 27520
130.000 16.8448 5.419936 5.474976 0
130.500 16.8448 10.692224 10.692224 0
131.000 16.8448 14.23344 13.96832 132560
131.500 16.8448 14.386592 14.3096 171056
132.000 16.8448 13.35152 13.380128 156752
132.500 16.8448 12.219392 12.217856 157520
